GLOTTOCODE	GLOTTOLOG_NAME	NAME_KEY	GENUS	FAMILY	ISO639Pcode	LEVEL	MACROAREAS	LATITUDE	LONGITUDE	LINEAGE
ilir1237	Ilir	Ilir	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;indo1326;jamb1236
ilit1241	Ili Turki	IliTurki	Turkic	Turkic		language	Eurasia	44.0089	80.4957	turk1311;comm1245;karl1243;uygh1241;uygh1240;uigh1243
ilit1242	Ilit	Ilit	Kunama	Kunama		dialect	Africa			kuna1268
iliu1237	Ili'uun	Iliuun	Central Malayo-Polynesian	Austronesian		language	Papunesia	-7.8438	125.9020	aust1307;mala1545;cent2237;cent2245;timo1259;nort3194;weta1245
illo1238	Illo	Illo	Eastern Mande	Mande		dialect	Africa			mand1469;east2697;bisa1265;samo1302;busa1252;boko1265;busa1253
illy1234	Illyrian	Illyrian	Illyrian	Unclassifiable (Illyrian)		language	Eurasia	43.0000	18.0000	uncl1493
ilma1240	Ilmaumau	Ilmaumau	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;nort3194;weta1245;iliu1237
ilmt1234	Ilm Thuringian	IlmThuringian	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;west2793;high1289;fran1268;east2832;uppe1400;thur1252
ilod1238	Ilodji	Ilodji	Defoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;defo1239;yoru1244;edek1238;edea1234;west2827;sout3187;edei1246
ilok1237	Iloko	Iloko	Northern Luzon	Austronesian		language	Papunesia	15.9361	120.9930	aust1307;mala1545;nort3238
ilon1239	Ilongot	Ilongot	Northern Luzon	Austronesian		language	Papunesia	16.3785	121.5470	aust1307;mala1545;nort3238;meso1254;sout3211;sout2907
iloo1238	Iloodokilani	Iloodokilani	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;teso1247;lotu1248;onga1238;nucl1431;masa1300
ilpo1237	Ilpokil	Ilpokil	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;nort3194;weta1245;pera1258;tugu1245
ilpu1239	Ilputih (Aputai)	IlputihAputai	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;nort3194;weta1245;pera1258;pera1259;aput1237
ilpu1240	Ilputih (Talur)	IlputihTalur	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;nort3194;galo1243;talu1239
ilud1237	Ilud	Ilud	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;dana1253;magu1243
ilue1241	Ilue	Ilue	Cross River	Atlantic-Congo		language	Africa	4.7862	8.2524	atla1278;volt1241;benu1247;delt1251;obol1242
ilwa1237	Ilwana	Ilwana	Bantoid	Atlantic-Congo		language	Africa	-0.6632	39.7930	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;nort3209;coas1317;saba1282
ilwa1238	Ilwaki	Ilwaki	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1259;nort3194;galo1243;talu1239
imaf1237	Imafin	Imafin	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;sout3173;sout2868;tann1242;nort3218;whit1270;nort2847
iman1239	Iman	Iman	Tungusic	Tungusic		dialect	Eurasia			tung1282;east2366;cent2235;udih1248
imba1237	Imbabura	Imbabura	Imbabura	Unclassifiable (Imbabura)		language	South America			uncl1493
imba1239	Imbana	Imbana	Adamawa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;came1255;mbum1257;nort2773;tupu1245;mund1324;mund1325
imba1240	Imbabura Highland Quichua	ImbaburaHighlandQuichua	Quechuan	Quechuan		language	South America	0.3178	-78.3729	quec1387;quec1388;quec1384;colo1257;ecua1249
imbo1238	Imbongu	Imbongu	Chimbu	Nuclear Trans New Guinea		language	Papunesia	-6.1363	144.0260	nucl1709;cent2120;hage1248;auag1234
imen1238	Imenti	Imenti	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;cent2274;nort3214;meru1245
imer1247	Imerxev Kartlian	ImerxevKartlian	Kartvelian	Kartvelian		dialect	Eurasia			kart1248;geor1252;geor1253;nucl1302
imer1248	Imeretian	Imeretian	Kartvelian	Kartvelian		dialect	Eurasia			kart1248;geor1252;geor1253;nucl1302
imer1249	Imerxev	Imerxev	Kartvelian	Kartvelian		dialect	Eurasia			kart1248;geor1252;geor1253;nucl1302
imil1242	Imilangu	Imilangu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1287;west2833;sima1262;sima1258
imil1243	Imila	Imila	Manubaran	Manubaran		dialect	Papunesia			manu1261;mari1438
imiv1238	Imiv	Imiv	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;edoi1239;sout2805;isok1239
imog1238	Imoga	Imoga	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;edoi1239;nort3183;sout3171;okpa1238;west2472
imon1244	Imona	Imona	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;kela1261;boli1263;ntom1248
imon1245	Imonda	Imonda	Border	Border		language	Papunesia	-3.3123	141.1710	bord1247;wari1265;nucl1773
imro1237	Imroing	Imroing	Central Malayo-Polynesian	Austronesian		language	Papunesia	-7.9677	129.6510	aust1307;mala1545;cent2237;cent2245;baba1274;sout2881;sout2882
imul1234	Imulolo	Imulolo	Central Malayo-Polynesian	Austronesian		dialect				aust1307;mala1545;cent2237;cent2245;flor1239;sika1265;lama1292;lama1294;west2541;laba1242
imya1235	Imyan	Imyan	West Bird's Head	West Bird's Head		dialect				west1493;sout1499;tehi1237
inab1237	Inabaknon	Inabaknon	Sama-Bajaw	Austronesian		language	Papunesia	12.4264	124.1660	aust1307;mala1545;basa1291;grea1283;sama1302
inan1242	Inanwatan	Inanwatan	Inanwatan	Inanwatan		family				
inap1241	Itutang-Inapang	ItutangInapang	Ramu	Lower Sepik-Ramu		language	Papunesia	-4.6761	144.9000	lowe1437;ramu1234;goam1234;tamo1242
inap1243	Iñapari	Inapari	Purus	Arawakan		language	South America	-12.4653	-69.3083	araw1281;sout3131;puru1265;inap1242
inar1241	Inari Saami	InariSaami	Saami	Uralic		language	Eurasia	69.4229	27.8658	ural1272;saam1281;east2324;main1280
inau1238	Cuniuá	Cuniua	Arauan	Arawan		dialect	South America			araw1282;madi1262;madi1263;deni1241;mamo1239
inca1238	Incahuasi	Incahuasi	Quechuan	Quechuan		dialect	South America			quec1387;quec1388;lamb1276
inde1240	Indenie	Indenie	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nyoa1234;poto1254;tano1248;cent2262;biaa1238;nort2767;anyi1246;anyi1245
inde1241	Inde	Inde	Celebic	Austronesian		dialect	Papunesia			aust1307;mala1545;cele1242;kail1255;kail1253;nort2898;kail1254;daak1235
indi1237	Indian Sign Language	IndianSignLanguage	Sign Languages	Sign Language		language	Eurasia	27.5186	79.6787	sign1238;deaf1237;indo1331;indo1332
indi1255	Indian English	IndianEnglish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;merc1242;macr1271;stan1293
indi1256	Indi	Indi	South-Central Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3139;kond1294;mand1411;mand1412;peng1244
indi1257	Indigirka	Indigirka	Tungusic	Tungusic		dialect	Eurasia			tung1282;nort3147;even1260;west2887
indo1291	Jakartan Sign Language	JakartanSignLanguage	Sign Languages	Sign Language		language	Papunesia	-7.9080	112.3780	sign1238;deaf1237;lsfi1234;asli1244;mala1548;indo1333
indo1316	Indonesian	Indonesian	Malayo-Sumbawan	Austronesian		language	Papunesia	-7.3346	109.7160	aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;indo1326
indo1317	Indonesian Bajau	IndonesianBajau	Sama-Bajaw	Austronesian		language	Papunesia	-3.6866	122.2530	aust1307;mala1545;basa1291;grea1283;sama1302;sulu1242;born1254
indr1247	Indri	Indri	Ubangi	Atlantic-Congo		language	Africa	8.8151	25.9848	atla1278;volt1241;nort3149;came1255;uban1244;sere1262;sere1266;indr1246
indr1248	Indramayu	Indramayu	Javanese	Austronesian		dialect	Papunesia			aust1307;mala1545;java1253;mode1251;java1254;west2565
indu1241	Indus Kohistani	IndusKohistani	Indic	Indo-European		language	Eurasia	35.3389	73.0154	indo1319;indo1320;indo1321;indo1324;kohi1251;indu1240
indu1242	Indus	Indus	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1324;kohi1251;indu1240;indu1241
ineb1235	Inebu One	InebuOne	West Wapei	Nuclear Torricelli		language	Papunesia	-3.3801	141.8920	nucl1708;west2580;onee1245;cent2238
ined1238	Inedua	Inedua	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;edoi1239;delt1252;dege1249;enge1239
ines1240	Ineseño	Ineseno	Chumash	Chumashan		language	North America	34.6169	-120.0800	chum1262;sout3132;cent2139
inet1238	Ineta	Ineta	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;lebo1246;nyal1255;budu1250
inga1250	Ingariko	Ingariko	Cariban	Cariban		dialect	South America			cari1283;vene1261;pemo1246;pemo1247;pemo1248
inga1252	Inga	Inga	Quechuan	Quechuan		language	South America	1.0031	-76.8606	quec1387;quec1388;quec1384;colo1257;inga1251
inga1254	Ingain	Ingain	Ge-Kaingang	Nuclear-Macro-Je		language	South America	-24.6211	-54.2542	nucl1710;jeee1236;jeme1246;inga1253
ingi1240	Ingilo	Ingilo	Kartvelian	Kartvelian		dialect	Eurasia			kart1248;geor1252;geor1253;nucl1302
ingi1242	Ingias	Ingias	Marind Proper	Anim		dialect	Papunesia			anim1240;mari1437;boaz1244;kuni1265
ingr1248	Ingrian	Ingrian	Finnic	Uralic		language	Eurasia	59.4740	29.7114	ural1272;finn1317;coas1319;neva1234;nort3282;lado1234
ingu1240	Ingush	Ingush	Nakh	Nakh-Daghestanian		language	Eurasia	43.1100	45.0300	nakh1245;nakh1246;chec1244
inis1238	Inishke	Inishke	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;assy1241;sapn1238
inja1238	Inja	Inja	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;kele1261;kele1263;mbol1247
inla1260	Inlaod Itneg	InlaodItneg	Northern Luzon	Austronesian		language	Papunesia	17.6175	120.6539	aust1307;mala1545;nort3238;meso1254;sout3211;cent2296;nort3240;kali1310;itne1252
inla1269	Inland North English	InlandNorthEnglish	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;merc1242;macr1271;stan1293;nort3314;nort3316
inla1270	Inland Pontic Greek	InlandPonticGreek	Greek	Indo-European		dialect				indo1319;grae1234;gree1276;east2798;koin1234;pont1257;pont1253;east2844
inma1234	Inmaculada Sign Language	InmaculadaSignLanguage	Sign Languages	Sign Language		language	South America			sign1238;deaf1237;lsfi1234;asli1244;west2886;peru1236
inne1243	Inner Siraji	InnerSiraji	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1310;hima1250;nucl1728;kull1236
inno1234	Innovative Amdo Farmer	InnovativeAmdoFarmer	Bodic	Sino-Tibetan		dialect				sino1245;bodi1256;bodi1257;oldm1245;tibe1276;amdo1237
innt1238	Inn Tea	InnTea	Bahnaric	Austroasiatic		dialect	Eurasia			aust1305;bahn1264;west2399;nucl1299;oyyy1238
inok1238	Inoke-Yate	InokeYate	Eastern Highlands	Nuclear Trans New Guinea		language	Papunesia	-6.3231	145.5390	nucl1709;kain1273;goro1272;nucl1760;nucl1756;kama1374
inon1237	Inonhan	Inonhan	Greater Central Philippine	Austronesian		language	Papunesia	12.2840	122.0300	aust1307;mala1545;grea1284;cent2246;bisa1268;west2820
inor1238	Inoric	Inoric	Semitic	Afro-Asiatic		language	Africa	7.9488	37.7968	afro1255;semi1276;west2786;ethi1244;sout3078;oute1258;ttgr1237;inor1239
inor1240	Inor	Inor	Semitic	Afro-Asiatic		dialect				afro1255;semi1276;west2786;ethi1244;sout3078;oute1258;ttgr1237;inor1239;inor1238
insu1250	Insubric	Insubric	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;nort3208;gall1279;piem1239;lomb1257
insu1251	Insular Scots	InsularScots	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;scot1243
insu1255	Insular Northern Frisian	InsularNorthernFrisian	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;west2793;nort3175;angl1264;fris1239;nort2626
inte1256	Intermediate Bantawa	IntermediateBantawa	Mahakiranti	Sino-Tibetan		dialect	Eurasia			sino1245;hima1249;maha1306;kira1253;cent2250;sout2736;bant1280;bant1281
inte1257	Interior Makwe	InteriorMakwe	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;rufi1235;ruvu1234;mako1254;makw1236
inte1259	International Sign	InternationalSign	Sign Languages	Sign Language		language	Eurasia	44.9500	11.4000	sign1238;pidg1253
inth1238	Intha-Danu	InthaDanu	Burmese-Lolo	Sino-Tibetan		language	Eurasia	20.3920	96.9388	sino1245;burm1265;lolo1265;burm1266;sout3159
inth1239	Intha	Intha	Burmese-Lolo	Sino-Tibetan		dialect				sino1245;burm1265;lolo1265;burm1266;sout3159;inth1238
inui1247	Inuit Sign Language	InuitSignLanguage	Sign Languages	Sign Language		language	North America	63.7486	-68.5197	sign1238;vill1244
inuv1238	Inuvaken	Inuvaken	Panoan	Panoan		dialect	South America			pano1259;pano1256;main1279;pano1257;head1239;amah1246
inwa1234	Inward-ji Southern Qiang	InwardjiSouthernQiang	Qiangic	Sino-Tibetan		dialect				sino1245;burm1265;naqi1236;qian1263;qian1264;sout2728
inxo1238	Inxokvari	Inxokvari	Avar-Andic-Tsezic	Nakh-Daghestanian		dialect	Eurasia			nakh1245;dagh1238;avar1255;tsez1239;west2429;khva1239
inya1238	Inyanga	Inyanga	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nyan1317;nyan1304
ioni1242	Ionian-Peleponnesian-Attic	IonianPeleponnesianAttic	Greek	Indo-European		dialect	Eurasia			indo1319;grae1234;gree1276;east2798;koin1234;nucl1783;mode1248;sout2605
ioni1243	Ionian Islands	IonianIslands	Greek	Indo-European		dialect	Eurasia			indo1319;grae1234;gree1276;east2798;koin1234;nucl1783;mode1248;sout2605;ioni1242
ioni1244	Ionic	Ionic	Greek	Indo-European		dialect				indo1319;grae1234;gree1276;east2798;anci1242
iooo1234	Io	Io	Oceanic	Austronesian		dialect				aust1307;mala1545;cent2237;east2712;ocea1241;temo1244;reef1242;natu1250;natu1246
ioul1238	Ioullemmeden	Ioullemmeden	Berber	Afro-Asiatic		dialect	Africa			afro1255;berb1260;tuar1240;sout3263;tawa1286
iowa1245	Iowa-Oto	IowaOto	Core Siouan	Siouan		language	North America	40.0511	-95.5213	siou1252;core1249;miss1254;winn1245
iowa1246	Iowa	Iowa	Core Siouan	Siouan		dialect	North America			siou1252;core1249;miss1254;winn1245;iowa1245
ipai1240	Ipai	Ipai	Yuman	Cochimi-Yuman		language	North America	33.0050	-116.9930	coch1271;yuma1250;gene1244;delt1253;dieg1234
ipal1235	Ipalapa Amuzgo	IpalapaAmuzgo	Amuzgoan	Otomanguean		language	North America	16.5053	-98.0129	otom1299;east2557;amuz1253;amuz1254
ipik1244	Ipiko	Ipiko	Marind Proper	Anim		language	Papunesia	-7.3742	144.8630	anim1240;inla1262
ipil1240	Ipili	Ipili	Engan	Nuclear Trans New Guinea		language	Papunesia	-5.4259	143.0890	nucl1709;enga1254;enga1251
ipoo1238	Ipo	Ipo	Igboid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;igbo1258;igbo1259;ikwe1242
ipul1238	Ipulo-Olulu	IpuloOlulu	Bantoid	Atlantic-Congo		language	Africa	6.2918	9.6468	atla1278;volt1241;benu1247;bant1294;sout3152;tivo1239;cent2261;cent2268
ipus1234	Ipusu	Ipusu	Bantoid	Atlantic-Congo		dialect				atla1278;volt1241;benu1247;bant1294;sout3152;tivo1239;cent2261;cent2267;tive1237;tivi1234;tivv1240
iqli1238	Iqlim-Al-Kharrub Sunni Arabic	IqlimAlKharrubSunniArabic	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;arab1394;arab1395;leva1239;nort3139
iqui1243	Iquito	Iquito	Zaparoan	Zaparoan		language	South America	-3.3123	-73.9705	zapa1251;iqui1244;cahu1267
irab1238	Irabu-Jima	IrabuJima	Japanese	Japonic		dialect	Eurasia	24.8311	125.1896	japo1237;ryuk1243;ryuk1244;miya1259;ikem1234
iram1238	Iramang	Iramang	Kolana-Tanglapui	Timor-Alor-Pantar		dialect	Papunesia			timo1261;alor1249;alor1250;kola1286;tang1352;kula1280
iran1263	Irántxe-Münkü	IrantxeMunku	Irántxe-Münkü	Iranxe		language	South America	-12.7178	-57.9806	
iran1264	Irántxe	Irantxe	Iranxe	Irántxe-Münkü		dialect	South America			iran1263
iran1268	Iranian Koine	IranianKoine	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;assy1241
iraq1241	Iraqw	Iraqw	Southern Cushitic	Afro-Asiatic		language	Africa	-4.1995	35.2939	afro1255;cush1243;sout3054;west2720;nort3164;iraq1240
iraq1245	Iraqi Neo-Mandaic	IraqiNeoMandaic	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;mand1468;nucl1706
iraq1246	Iraqi Sign Language	IraqiSignLanguage	Sign Languages	Sign Language		language	Eurasia	33.3087	44.3779	sign1238;deaf1237;arab1398;leva1240
irar1238	Irarutu	Irarutu	South Halmahera - West New Guinea	Austronesian		language	Papunesia	-2.9444	133.5860	aust1307;mala1545;cent2237;east2712;sout2850;nabi1238
iray1237	Iraya	Iraya	North Mangyan	Austronesian		language	Papunesia	13.3810	120.6500	aust1307;mala1545;nort2873
irel1234	Ireli	Ireli	Dogon	Dogon		dialect				dogo1299;esca1235;toro1252
ires1239	Yerisiam	Yerisiam	South Halmahera - West New Guinea	Austronesian		language	Papunesia	-3.6280	135.0250	aust1307;mala1545;cent2237;east2712;sout2850;sout3229;cend1238;sout3230;yaur1240
irig1241	Irigwe	Irigwe	Platoid	Atlantic-Congo		language	Africa	9.8520	8.6525	atla1278;volt1241;benu1247;benu1248;benu1249;sout3163
irig1242	Iriga Bicolano	IrigaBicolano	Greater Central Philippine	Austronesian		language	Papunesia	13.3896	123.3310	aust1307;mala1545;grea1284;cent2246;biko1240;inla1266
irii1238	Iri	Iri	Platoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;benu1248;nort3169;kada1284
iris1235	Irish Sign Language	IrishSignLanguage	Sign Languages	Sign Language		language	Eurasia	53.3150	-6.3654	sign1238;deaf1237;lsfi1234
iris1253	Irish	Irish	Celtic	Indo-European		language	Eurasia	53.2186	-7.6151	indo1319;celt1248;nucl1715;tgbc1234;insu1254;goid1240;mode1265
iris1255	Irish English	IrishEnglish	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;merc1242;macr1271;stan1293
irob1238	Irob	Irob	Lowland East Cushitic	Afro-Asiatic		dialect	Africa			afro1255;cush1243;east2699;lowl1267;saho1245;saho1246;sout3314
iron1242	Iron Ossetian	IronOssetian	Iranian	Indo-European		language	Eurasia	42.9800	44.6100	indo1319;indo1320;iran1269;cent2317;sogd1247;osse1245;osse1243
iron1243	Valachia-Muntenia-Northeastern Bulgaria	ValachiaMunteniaNortheasternBulgaria	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;roma1329;vlax1238;sout2658
iroo1238	Iroole	Iroole	Lowland East Cushitic	Afro-Asiatic		dialect	Africa			afro1255;cush1243;east2699;lowl1267;sout3055;main1283;omot1245;east2653;daba1261;daba1260
irri1238	Irri	Irri	Edoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;akpe1249;edoi1239;sout2805;isok1239
irru1238	Irruan	Irruan	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;bend1256;boky1238
irua1238	Iruan	Iruan	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;bend1256;boky1238
irul1243	Irula of the Nilgiri	IrulaoftheNilgiri	Southern Dravidian	Dravidian		language	Eurasia	12.7065	79.9521	drav1251;sout3133;sout3138;tami1291;tami1292;tami1293;tami1294;irul1245
irul1244	Urali Irula	UraliIrula	Southern Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3138;tami1291;tami1292;tami1293;tami1294;irul1245;irul1243
irup1239	Irupi-Drageli	IrupiDrageli	Western Fly	Eastern Trans-Fly		dialect	Papunesia			east2503;bine1240
irup1240	Irupara	Irupara	Oceanic	Austronesian		dialect				aust1307;mala1545;cent2237;east2712;ocea1241;west2818;papu1253;peri1258;cent2070;sina1272;hula1245;hula1239
isab1240	Isabi	Isabi	Eastern Highlands	Nuclear Trans New Guinea		language	Papunesia	-5.8381	145.4620	nucl1709;kain1273;goro1272;unun9977
isal1239	Isala	Isala	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;grus1239;east2740;west2837;sisa1247;sisa1248;tumu1242
isam1242	Isamal	Isamal	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;cent2246;mans1261;west2552;kaga1259;kala1388
isam1243	Isam	Isam	North Halmaheran	North Halmahera		dialect	Papunesia			nort2923;nort2924;main1282;kaor1242;pagu1251;pagu1249
isan1243	Isanzu	Isanzu	Bantoid	Atlantic-Congo		language	Africa	-3.9999	34.8460	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nyat1247
isan1244	Isan	Isan	Finisterre-Huon	Nuclear Trans New Guinea		dialect	Papunesia			nucl1709;fini1244;fini1245;yupn1242;kewi1241;yopn1238
isar1235	Isarog Agta	IsarogAgta	Greater Central Philippine	Austronesian		language	Papunesia	13.6510	123.3320	aust1307;mala1545;grea1284;cent2246;biko1240;inag1234
isco1239	Isconahua	Isconahua	Panoan	Panoan		language	South America	-7.7524	-74.5193	pano1259;pano1256;main1279;pano1257;poya1240
iseb1246	Isebe	Isebe	Madang	Nuclear Trans New Guinea		language	Papunesia	-5.2072	145.6910	nucl1709;mada1298;croi1234;mabu1247;gumm1240;pani1263
isee1237	Ise	Ise	Japanese	Japonic		dialect	Papunesia			japo1237;japa1256;japa1258;nucl1643;west2607;kink1238;miee1237
isek1239	Isekiri	Isekiri	Defoid	Atlantic-Congo		language	Africa	5.8190	5.5862	atla1278;volt1241;benu1247;defo1239;yoru1244;edek1238
ishe1239	Ishe	Ishe	Nupoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;ukaa1243
ishi1240	Ishigaki	Ishigaki	Japanese	Japonic		dialect	Papunesia			japo1237;ryuk1243;ryuk1244;macr1267;yaey1239
ishk1244	Nuclear Ishkashimi	NuclearIshkashimi	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;sang1343;ishk1246
ishk1245	Ishkoman	Ishkoman	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;wakh1245
ishk1246	Ishkashimi	Ishkashimi	Iranian	Indo-European		language	Eurasia	36.6700	71.5500	indo1319;indo1320;iran1269;sang1343
ishp1238	Ishpi	Ishpi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1324;pash1270;west2387;sout2671
isim1234	Isimjeega-Rootigaanga	IsimjeegaRootigaanga	Nilotic	Nilotic		language	Africa	-3.4238	35.4288	nilo1247;sout2830;tato1241;geme1247;nort3277
isin1239	Isinai	Isinai	Northern Luzon	Austronesian		language	Papunesia	16.3299	121.1200	aust1307;mala1545;nort3238;meso1254;sout3211;cent2296
isin1240	Isindzundza	Isindzundza	Bantoid	Atlantic-Congo		dialect				atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;ngun1275;ngun1276;ngun1267;zulu1251;zulu1248;sout3270
